iter	MAE
297	2.047507778
298	2.047033904
299	2.046299478
300	2.042773393
301	2.038775165
302	2.035295296
303	2.034767418
304	2.031466872
305	2.028740465
306	2.026605373
307	2.025318275
308	2.023015401
309	2.021764012
310	2.020194885
311	2.019435693
312	2.017847993
313	2.016864515
314	2.016247603
315	2.014825178
316	2.013580319
317	2.01288186
318	2.012492193
319	2.010390073
320	2.009808673
321	2.008032538
322	2.003431082
323	2.003336871
324	2.002342056
325	2.001625435
326	2.000749638
327	1.997167822
328	1.996838572
329	1.996581901
330	1.99491385
331	1.993225766
332	1.992666896
333	1.987999548
334	1.987578916
335	1.986561242
336	1.985683753
337	1.985110167
338	1.984339498
339	1.983681588
340	1.982953826
341	1.982776754
342	1.982462392
343	1.982276093
344	1.981659773
345	1.98047899
346	1.978414251
347	1.976513138
348	1.974970697
349	1.974812058
350	1.973944759
351	1.973031742
352	1.972778786
353	1.972085709
354	1.971914818
355	1.97111846
356	1.971091536
357	1.969374289
358	1.967862572
359	1.96652612
360	1.965165011
361	1.964342924
362	1.964135274
363	1.963648808
364	1.961501454
365	1.961236974
366	1.961016926
367	1.960716214
368	1.9581241
369	1.956874975
370	1.956736964
371	1.955398496
372	1.954586619
373	1.953080619
374	1.951766064
375	1.951256366
376	1.95087841
377	1.948534842
378	1.947108323
379	1.946565255
380	1.945941965
381	1.944091301
382	1.943165391
383	1.942627528
384	1.941260946
385	1.940670998
386	1.939707578
387	1.937393379
388	1.936602193
389	1.936141347
390	1.935080788
391	1.934433036
392	1.930406852
393	1.930009669
394	1.929797912
395	1.928780326
396	1.926835137
397	1.926688237
398	1.924986057
399	1.924132445
400	1.922872349
401	1.92220873
402	1.921764243
403	1.920978546
404	1.919464898
405	1.919040392
406	1.918199889
407	1.91690759
408	1.915859922
409	1.914873766
410	1.91309141
411	1.912809283
412	1.912485393
413	1.911336531
414	1.908784143
415	1.908409048
416	1.907361602
417	1.903261126
418	1.90308702
419	1.902485576
420	1.901983425
421	1.90030958
422	1.897616784
423	1.897478028
424	1.897069766
425	1.894461489
426	1.892562651
427	1.892012405
428	1.890532632
429	1.890089694
430	1.889481443
431	1.888974653
432	1.888749077
433	1.887815989
434	1.887455952
435	1.885481575
436	1.885135782
437	1.884186337
438	1.884114342
439	1.883259033
440	1.882410438
441	1.881009577
442	1.880605077
443	1.87898254
444	1.876960809
445	1.876835928
446	1.87673211
447	1.876475861
448	1.875553177
449	1.875289574
450	1.873443571
451	1.872766679
452	1.872106623
453	1.87031887
454	1.868200412
455	1.866957192
456	1.866552712
457	1.865498433
458	1.86520705
459	1.865005296
460	1.864936704
461	1.863591642
462	1.862849457
463	1.861593017
464	1.859481881
465	1.858757523
466	1.858123648
467	1.857958091
468	1.857565788
469	1.856026689
470	1.854998585
471	1.854516164
472	1.852958771
473	1.851976069
474	1.850644057
475	1.850338473
476	1.849689387
477	1.847719916
478	1.84603959
479	1.844152658
480	1.84248162
481	1.840044447
482	1.839220765
483	1.836915258
484	1.836546596
485	1.835706515
486	1.835384781
487	1.834731687
488	1.833219333
489	1.830726584
490	1.83009821
491	1.829274612
492	1.828313911
493	1.827451775
494	1.827095934
495	1.826555482
496	1.826115153
497	1.824483858
498	1.824272849
499	1.823712893
500	1.822993354
501	1.821543867
502	1.820324951
503	1.81974046
504	1.818467797
505	1.818347007
506	1.817229231
507	1.815862247
508	1.81494452
509	1.813524066
510	1.812012016
511	1.810525429
512	1.808385764
513	1.807573989
514	1.807432726
515	1.804932437
516	1.80390064
517	1.803736523
518	1.803490114
519	1.803092555
520	1.801368988
521	1.80116631
522	1.800361442
523	1.798864978
524	1.798445104
525	1.797373537
526	1.795848011
527	1.795517513
528	1.793482922
529	1.79251015
530	1.790045185
531	1.78952892
532	1.788774785
533	1.787300109
534	1.786431338
535	1.785655367
536	1.783647679
537	1.78202974
538	1.781336034
539	1.781107214
540	1.781074944
541	1.779581126
542	1.778666326
543	1.778513589
544	1.777098901
545	1.776958804
546	1.775930946
547	1.775052494
548	1.773551689
549	1.772001731
550	1.771880354
551	1.771161017
552	1.769634269
553	1.769367566
554	1.769079536
555	1.767804224
556	1.767065902
557	1.766355677
558	1.765894564
559	1.763131467
560	1.760343532
561	1.76024869
562	1.760075272
563	1.758924297
564	1.756983781
565	1.756322364
566	1.7533125
567	1.751556311
568	1.751481295
569	1.749180125
570	1.747804738
571	1.746839645
572	1.745965411
573	1.744781118
574	1.744507116
575	1.743739308
576	1.742510146
577	1.742313064
578	1.742095779
579	1.741887273
580	1.741114978
581	1.740708553
582	1.739651556
583	1.739240043
584	1.738229731
585	1.736802347
586	1.73494194
587	1.733814936
588	1.733343774
589	1.731793829
590	1.730924757
591	1.730677704
592	1.72925454
593	1.727855716
594	1.725737842
595	1.724982945
596	1.723404393
597	1.723020795
598	1.721882346
599	1.721688152
600	1.717882386
601	1.717162751
602	1.716239211
603	1.715119213
604	1.715021297
605	1.712595159
606	1.710039781
607	1.709399473
608	1.708481203
609	1.707744593
610	1.707133439
611	1.706955777
612	1.706179969
613	1.705787771
614	1.704859593
615	1.70480661
616	1.704291997
617	1.703498558
618	1.703047048
619	1.702787202
620	1.702078722
621	1.700753613
622	1.700016715
623	1.699556527
624	1.698872799
625	1.698718014
626	1.697241733
627	1.695169418
628	1.695125445
629	1.694897618
630	1.693518356
631	1.693372013
632	1.692638114
633	1.692232894
634	1.691894499
635	1.691797101
636	1.691400424
637	1.690541901
638	1.690361992
639	1.690254301
640	1.689376725
641	1.688543998
642	1.687588262
643	1.687196626
644	1.687156979
645	1.687024547
646	1.686517816
647	1.686051609
648	1.685286996
649	1.6852236
650	1.68192528
651	1.680749966
652	1.677906754
653	1.677405736
654	1.675093044
655	1.674421074
656	1.674260241
657	1.673369464
658	1.67322337
659	1.672727671
660	1.672596107
661	1.671410171
662	1.670264797
663	1.67013522
664	1.668643045
665	1.668237793
666	1.668050764
667	1.667994878
668	1.666030448
669	1.665920373
670	1.665207038
671	1.664327385
672	1.662968588
673	1.66280834
674	1.662741053
675	1.661601961
676	1.661268743
677	1.66102779
678	1.660891201
679	1.660761522
680	1.660421935
681	1.659682231
682	1.658914553
683	1.658293475
684	1.657996297
685	1.657673506
686	1.656620366
687	1.656035544
688	1.655405901
689	1.655021601
690	1.653996965
691	1.653878004
692	1.65364564
693	1.653504316
694	1.652461014
695	1.650950349
696	1.650280222
697	1.650200827
698	1.649865799
699	1.649768304
700	1.649443373
701	1.64878599
702	1.648328793
703	1.647561872
704	1.647486924
705	1.643987358
706	1.643424456
707	1.642894477
708	1.642700427
709	1.636394789
710	1.636055049
711	1.635693502
712	1.635450985
713	1.635255285
714	1.634628063
715	1.63422458
716	1.634073179
717	1.632959888
718	1.632617457
719	1.632473667
720	1.631760947
721	1.631499418
722	1.63091303
723	1.630189837
724	1.629525398
725	1.629304914
726	1.629163111
727	1.628906308
728	1.626895783
729	1.625404487
730	1.624866282
731	1.62412219
732	1.623851151
733	1.623651281
734	1.623438041
735	1.623318415
736	1.623281175
737	1.62309125
738	1.622620579
739	1.619584327
740	1.618454223
741	1.618250932
742	1.618141741
743	1.617690676
744	1.616836258
745	1.616782621
746	1.615959855
747	1.615782652
748	1.614691322
749	1.614434866
750	1.614302717
751	1.612982702
752	1.612869181
753	1.612699441
754	1.612448072
755	1.612281775
756	1.611823656
757	1.611679246
758	1.611643221
759	1.611454424
760	1.611433388
761	1.610870655
762	1.607681628
763	1.607226243
764	1.606805807
765	1.606777559
766	1.606754714
767	1.606523744
768	1.606046482
769	1.605816378
770	1.605483971
771	1.605068262
772	1.604524412
773	1.604358661
774	1.604041824
775	1.603413721
776	1.603286268
777	1.602649124
778	1.602531424
779	1.602301352
780	1.602172452
781	1.600916684
782	1.600743363
783	1.600200854
784	1.600092236
785	1.599462148
786	1.599266183
787	1.598837096
788	1.598351474
789	1.597968948
790	1.597320367
791	1.597084725
792	1.596656555
793	1.596438798
794	1.596168281
795	1.595568241
796	1.594908046
797	1.593802147
798	1.593448345
799	1.59341439
800	1.59331006
801	1.593124631
802	1.592896803
803	1.592805008
804	1.592191216
805	1.591641445
806	1.591595978
807	1.591068868
808	1.589001214
809	1.588841283
810	1.588276665
811	1.588042107
812	1.587754961
813	1.587709094
814	1.587642798
815	1.587014309
816	1.586112724
817	1.585861375
818	1.585292219
819	1.584890754
820	1.584333478
821	1.584167146
822	1.583101538
823	1.582067975
824	1.581925854
825	1.580784946
826	1.580495591
827	1.577338872
828	1.577324484
829	1.577315775
830	1.5772484
831	1.577218281
832	1.577177059
833	1.577113911
834	1.577013911
835	1.576640132
836	1.576532027
837	1.576022982
838	1.573619019
839	1.572186606
840	1.571426417
841	1.571106286
842	1.570271448
843	1.569599856
844	1.569529208
845	1.568778987
846	1.568208895
847	1.568006271
848	1.566769316
849	1.565196147
850	1.564924207
851	1.56469954
852	1.564402941
853	1.562747565
854	1.562384903
855	1.562153787
856	1.561359216
857	1.561167022
858	1.560354785
859	1.55985579
860	1.558993189
861	1.558132674
862	1.557500063
863	1.557443851
864	1.557394527
865	1.556233273
866	1.555119298
867	1.554986547
868	1.554811123
869	1.554660907
870	1.554549205
871	1.554368786
872	1.554330305
873	1.550996917
874	1.549857818
875	1.548764617
876	1.548048089
877	1.547978501
878	1.546773431
879	1.546105631
880	1.545391408
881	1.545055213
882	1.544732534
883	1.543808278
884	1.543537051
885	1.543347189
886	1.542864604
887	1.541184123
888	1.540758905
889	1.540621624
890	1.540167462
891	1.539671521
892	1.539424778
893	1.538036331
894	1.537907889
895	1.537738514
896	1.537241729
897	1.537127933
898	1.536941766
899	1.536609311
900	1.536542039
901	1.536493191
902	1.536442249
903	1.536329553
904	1.535738898
905	1.535314311
906	1.535280027
907	1.534960627
908	1.534852439
909	1.534260965
910	1.53404783
911	1.533775495
912	1.532778443
913	1.532132488
914	1.532057636
915	1.531881657
916	1.530761548
917	1.530587147
918	1.529975313
919	1.529723868
920	1.52968046
921	1.529549316
922	1.528368574
923	1.52823928
924	1.527852758
925	1.526649509
926	1.526578288
927	1.526413953
928	1.524905966
929	1.524364652
930	1.524061967
931	1.523078617
932	1.521948552
933	1.521470038
934	1.521019996
935	1.520652537
936	1.51893791
937	1.51814637
938	1.517228349
939	1.51682402
940	1.516706673
941	1.516413118
942	1.515278631
943	1.514744309
944	1.514650448
945	1.514493664
946	1.513947036
947	1.513942343
948	1.513917587
949	1.513831536
950	1.513257589
951	1.512869207
952	1.512506142
953	1.512192678
954	1.511949133
955	1.511516194
956	1.51138379
957	1.511253881
958	1.510948877
959	1.510593564
960	1.510417575
961	1.509638531
962	1.509211379
963	1.508843289
964	1.508654963
965	1.508464592
966	1.507718652
967	1.507041253
968	1.505241013
969	1.505067318
970	1.505050321
971	1.504688725
972	1.50455772
973	1.504308586
974	1.503819871
975	1.503271206
976	1.502813134
977	1.50270942
978	1.501357326
979	1.501188699
980	1.501119179
981	1.500876005
982	1.500642597
983	1.499924459
984	1.499737069
985	1.499328227
986	1.499202922
987	1.498537812
988	1.49851034
989	1.498319555
990	1.498304966
991	1.49812604
992	1.497850336
993	1.496981822
994	1.496122366
995	1.495585602
996	1.495268045
997	1.49497153
998	1.494912521
999	1.494260603
1000	1.494178565
1001	1.493742785
1002	1.49365622
1003	1.493118743
1004	1.492646938
1005	1.492159476
1006	1.491864898
1007	1.491825815
1008	1.49157834
1009	1.491494282
1010	1.49125035
1011	1.49064737
1012	1.490568311
1013	1.490125627
1014	1.489967579
1015	1.489523966
1016	1.489386408
1017	1.488758573
1018	1.488562471
1019	1.488395765
1020	1.48828751
1021	1.486239057
1022	1.485686044
1023	1.485203783
1024	1.484693332
1025	1.484532172
1026	1.48427429
1027	1.483661773
1028	1.483415185
1029	1.482599374
1030	1.482338166
1031	1.482224312
1032	1.482048057
1033	1.481915001
1034	1.481588596
1035	1.481558253
1036	1.481540218
1037	1.481495828
1038	1.481408749
1039	1.481298526
1040	1.481057787
1041	1.480664664
1042	1.479975997
1043	1.479820341
1044	1.479567472
1045	1.479491217
1046	1.479144714
1047	1.478905895
1048	1.478807968
1049	1.478699643
1050	1.47834331
1051	1.478075593
1052	1.477888028
1053	1.477806584
1054	1.477046369
1055	1.476972506
1056	1.474584338
1057	1.473799912
1058	1.473115506
1059	1.472666709
1060	1.472548696
1061	1.472517741
1062	1.472449434
1063	1.471949437
1064	1.471248249
1065	1.470686815
1066	1.470109859
1067	1.469689469
1068	1.469666594
1069	1.469327756
1070	1.467410009
1071	1.467313946
1072	1.467192695
1073	1.46707735
1074	1.464829078
1075	1.464707464
1076	1.463539009
1077	1.463189654
1078	1.462789191
1079	1.462319827
1080	1.462294766
1081	1.462142034
1082	1.461718892
1083	1.461281039
1084	1.461043025
1085	1.460892315
1086	1.460544702
1087	1.459568281
1088	1.459399149
1089	1.459289794
1090	1.45758452
1091	1.457512949
1092	1.456467949
1093	1.456174
1094	1.455591582
1095	1.45547676
1096	1.454914323
1097	1.454763713
1098	1.454436852
1099	1.452538458
1100	1.45242374
1101	1.452378734
1102	1.451825626
1103	1.451559312
1104	1.451287228
1105	1.451114116
1106	1.451023706
1107	1.450600855
1108	1.450568729
1109	1.449295054
1110	1.449279228
1111	1.449194943
1112	1.448814698
1113	1.448311812
1114	1.447512105
1115	1.447206029
1116	1.447116487
1117	1.447031724
1118	1.446796518
1119	1.446465155
1120	1.446445192
1121	1.446275508
1122	1.446080938
1123	1.445838239
1124	1.445681634
1125	1.444907704
1126	1.444840541
1127	1.444607183
1128	1.444379603
1129	1.442351278
1130	1.442030088
1131	1.4418212
1132	1.44169599
1133	1.441444243
1134	1.440844465
1135	1.440408304
1136	1.440173838
1137	1.439669317
1138	1.439309021
1139	1.439060095
1140	1.438873835
1141	1.438493584
1142	1.438102884
1143	1.437919264
1144	1.437587535
1145	1.437547573
1146	1.437069592
1147	1.435076053
1148	1.434662976
1149	1.434393986
1150	1.43394912
1151	1.433559838
1152	1.43299205
1153	1.432665253
1154	1.431928676
1155	1.431020101
1156	1.43070901
1157	1.430618931
1158	1.429335552
1159	1.428274266
1160	1.42774804
1161	1.427688465
1162	1.427658718
1163	1.427059612
1164	1.427011222
1165	1.426922764
1166	1.42648068
1167	1.426459814
1168	1.426423016
1169	1.42634281
1170	1.426295391
1171	1.426277774
1172	1.426217237
1173	1.425920756
1174	1.425865316
1175	1.42576316
1176	1.425600954
1177	1.425562539
1178	1.425508154
1179	1.425467852
1180	1.425239872
1181	1.424642548
1182	1.423962617
1183	1.423907433
1184	1.42203353
1185	1.421805611
1186	1.421724081
1187	1.421445137
1188	1.421312698
1189	1.421206531
1190	1.421046346
1191	1.420994759
1192	1.420849099
1193	1.420043531
1194	1.419418555
1195	1.419071884
1196	1.417848522
1197	1.417619733
1198	1.417521485
1199	1.416902705
1200	1.416717486
1201	1.4161704
1202	1.415712721
1203	1.415481225
1204	1.415384902
1205	1.415291884
1206	1.415241303
1207	1.415168792
1208	1.414691512
1209	1.414072961
1210	1.413821737
1211	1.413342834
1212	1.412734414
1213	1.412192706
1214	1.412178457
1215	1.412164071
1216	1.411810781
1217	1.411553815
1218	1.411526377
1219	1.411225394
1220	1.411193056
1221	1.410786123
1222	1.410572925
1223	1.409991547
1224	1.409889706
1225	1.40932993
1226	1.409273103
1227	1.408999699
1228	1.408688232
1229	1.408496938
1230	1.408472338
1231	1.408446178
1232	1.407311464
1233	1.406985339
1234	1.406480149
1235	1.406430803
1236	1.406369876
1237	1.40634696
1238	1.406125176
1239	1.40416095
1240	1.404155483
1241	1.40378117
1242	1.403668804
1243	1.403619068
1244	1.403572381
1245	1.403545262
1246	1.403144728
1247	1.402244505
1248	1.401867161
1249	1.40150611
1250	1.401242611
1251	1.401172846
1252	1.400688867
1253	1.400542724
1254	1.39996226
1255	1.399541418
1256	1.39944473
1257	1.399208173
1258	1.398882353
1259	1.398053558
1260	1.398000022
1261	1.397942238
1262	1.397722484
1263	1.397574687
1264	1.397527315
1265	1.397521185
1266	1.397146166
1267	1.397011692
1268	1.396970921
1269	1.396935538
1270	1.396699787
1271	1.395902889
1272	1.395861552
1273	1.395635428
1274	1.395488307
1275	1.395358353
1276	1.395269086
1277	1.394941254
1278	1.394612531
1279	1.393998664
1280	1.393933628
1281	1.393866348
1282	1.39377763
1283	1.392571278
1284	1.3924503
1285	1.392358916
1286	1.392134363
1287	1.391398834
1288	1.391049347
1289	1.391031176
1290	1.390939746
1291	1.390696432
1292	1.390662478
1293	1.390473933
1294	1.389685908
1295	1.389107045
1296	1.388904703
1297	1.388827505
1298	1.388536573
1299	1.388489807
1300	1.38823675
1301	1.388050732
1302	1.387191236
1303	1.386881051
1304	1.386688479
1305	1.386049498
1306	1.385935901
1307	1.385879765
1308	1.38551188
1309	1.384685322
1310	1.384667424
1311	1.384245682
1312	1.381257955
1313	1.38074407
1314	1.380528845
1315	1.3801282
1316	1.379901748
1317	1.379698518
1318	1.379642511
1319	1.379434026
1320	1.379272028
1321	1.378959092
1322	1.378936238
1323	1.378339912
1324	1.378120541
1325	1.377593843
1326	1.377581462
1327	1.377455842
1328	1.377280822
1329	1.376867972
1330	1.376767015
1331	1.375892097
1332	1.375413785
1333	1.3751444
1334	1.373945355
1335	1.37390941
1336	1.373518572
1337	1.37304539
1338	1.372956574
1339	1.37291064
1340	1.371561646
1341	1.371215897
1342	1.371134014
1343	1.371085281
1344	1.371006356
1345	1.370819134
1346	1.370730801
1347	1.370629023
1348	1.370270567
1349	1.370148332
1350	1.370077335
1351	1.3698711
1352	1.36973651
1353	1.36968237
1354	1.369240504
1355	1.368932858
1356	1.368836738
1357	1.368645412
1358	1.368512299
1359	1.368391306
1360	1.36833206
1361	1.368156164
1362	1.367802804
1363	1.367762379
1364	1.367372051
1365	1.367296159
1366	1.367149937
1367	1.366983673
1368	1.366902701
1369	1.366682623
1370	1.366611469
1371	1.366474575
1372	1.366459347
1373	1.36610843
1374	1.365738878
1375	1.365389481
1376	1.36527306
1377	1.364225986
1378	1.364199538
1379	1.364108319
1380	1.363914293
1381	1.363008886
1382	1.362871249
1383	1.362022234
1384	1.361445896
1385	1.361331704
1386	1.360834759
1387	1.360636673
1388	1.360628616
1389	1.360598782
1390	1.360567129
1391	1.359867647
1392	1.359672074
1393	1.35940838
1394	1.359200226
1395	1.359189012
1396	1.35893683
1397	1.358833361
1398	1.35872454
1399	1.35857152
1400	1.358499999
1401	1.358483405
1402	1.35836577
1403	1.358304525
1404	1.358198773
1405	1.357524205
1406	1.357176656
1407	1.357144094
1408	1.357137239
1409	1.357028927
1410	1.3567845
1411	1.356773904
1412	1.356171107
1413	1.35594351
1414	1.355892505
1415	1.355416307
1416	1.355199731
1417	1.355173018
1418	1.354918501
1419	1.354832602
1420	1.354219001
1421	1.354134113
1422	1.353996005
1423	1.35366074
1424	1.353601352
1425	1.353496011
1426	1.352690347
1427	1.352434126
1428	1.352331965
1429	1.352047286
1430	1.35191092
1431	1.351864332
1432	1.351788855
1433	1.350823766
1434	1.350581426
1435	1.350409785
1436	1.350236875
1437	1.349855964
1438	1.349709768
1439	1.349560176
1440	1.349532564
1441	1.349257645
1442	1.348661771
1443	1.348546481
1444	1.347411915
1445	1.347140836
1446	1.347014057
1447	1.346928231
1448	1.346616664
1449	1.346472489
1450	1.34619872
1451	1.346101168
1452	1.345949207
1453	1.345857758
1454	1.345420063
1455	1.34523939
1456	1.344665512
1457	1.344639365
1458	1.343417835
1459	1.342879971
1460	1.342851654
1461	1.342742992
1462	1.342690571
1463	1.34217027
1464	1.341463263
1465	1.341266571
1466	1.340244442
1467	1.34017488
1468	1.339841488
1469	1.339748764
1470	1.339649833
1471	1.339297765
1472	1.339013602
1473	1.338984559
1474	1.338832054
1475	1.338312408
1476	1.338306133
1477	1.338297359
1478	1.338089578
1479	1.337947852
1480	1.337843981
1481	1.337823615
1482	1.337005573
1483	1.336832134
1484	1.336812419
1485	1.336624328
1486	1.336614896
1487	1.336582311
1488	1.335898889
1489	1.335735005
1490	1.335251104
1491	1.335161499
1492	1.334222044
1493	1.333498164
1494	1.333379388
1495	1.333231983
1496	1.333115691
1497	1.332657739
1498	1.332174884
1499	1.332147147
